RefNo,Date,Year,Month,Day,Hour,WeekDay, KWH 
1,10/28/2020,2020,10,28,9,4, 38.389 
2,10/28/2020,2020,10,28,10,4, 106.060 
3,10/28/2020,2020,10,28,11,4, 103.889 
4,10/28/2020,2020,10,28,12,4, 105.579 
5,10/28/2020,2020,10,28,13,4, 106.672 
6,10/28/2020,2020,10,28,14,4, 109.076 
7,10/28/2020,2020,10,28,15,4, 98.896 
8,10/28/2020,2020,10,28,16,4, 92.031 
9,10/28/2020,2020,10,28,17,4, 65.872 
10,10/28/2020,2020,10,28,18,4, 59.697 
11,10/28/2020,2020,10,28,19,4, 56.230 
12,10/28/2020,2020,10,28,20,4, 55.611 
13,10/28/2020,2020,10,28,21,4, 48.629 
14,10/28/2020,2020,10,28,22,4, 46.879 
15,10/28/2020,2020,10,28,23,4, 46.659 
16,10/29/2020,2020,10,29,0,5, 45.787 
17,10/29/2020,2020,10,29,1,5, 71.321 
18,10/29/2020,2020,10,29,2,5, 86.154 
19,10/29/2020,2020,10,29,3,5, 117.133 
20,10/29/2020,2020,10,29,4,5, 114.233 
21,10/29/2020,2020,10,29,5,5, 109.477 
22,10/29/2020,2020,10,29,6,5, 108.388 
23,10/29/2020,2020,10,29,7,5, 106.950 
24,10/29/2020,2020,10,29,8,5, 116.353 
25,10/29/2020,2020,10,29,9,5, 107.689 
26,10/29/2020,2020,10,29,10,5, 107.954 
27,10/29/2020,2020,10,29,11,5, 105.761 
28,10/29/2020,2020,10,29,12,5, 110.951 
29,10/29/2020,2020,10,29,13,5, 112.807 
30,10/29/2020,2020,10,29,14,5, 101.379 
31,10/29/2020,2020,10,29,15,5, 93.132 
32,10/29/2020,2020,10,29,16,5, 82.122 
33,10/29/2020,2020,10,29,17,5, 59.880 
34,10/29/2020,2020,10,29,18,5, 47.566 
35,10/29/2020,2020,10,29,19,5, 45.954 
36,10/29/2020,2020,10,29,20,5, 47.716 
37,10/29/2020,2020,10,29,21,5, 47.674 
38,10/29/2020,2020,10,29,22,5, 46.102 
39,10/29/2020,2020,10,29,23,5, 45.855 
40,10/30/2020,2020,10,30,0,6, 44.878 
41,10/30/2020,2020,10,30,1,6, 45.693 
42,10/30/2020,2020,10,30,2,6, 61.307 
43,10/30/2020,2020,10,30,3,6, 80.641 
44,10/30/2020,2020,10,30,4,6, 88.577 
45,10/30/2020,2020,10,30,5,6, 91.059 
46,10/30/2020,2020,10,30,6,6, 75.089 
47,10/30/2020,2020,10,30,7,6, 72.271 
48,10/30/2020,2020,10,30,8,6, 74.438 
49,10/30/2020,2020,10,30,9,6, 74.278 
50,10/30/2020,2020,10,30,10,6, 71.507 
51,10/30/2020,2020,10,30,11,6, 68.391 
52,10/30/2020,2020,10,30,12,6, 70.826 
53,10/30/2020,2020,10,30,13,6, 63.876 
54,10/30/2020,2020,10,30,14,6, 60.431 
55,10/30/2020,2020,10,30,15,6, 53.935 
56,10/30/2020,2020,10,30,16,6, 48.663 
57,10/30/2020,2020,10,30,17,6, 51.051 
58,10/30/2020,2020,10,30,18,6, 48.201 
59,10/30/2020,2020,10,30,19,6, 47.773 
60,10/30/2020,2020,10,30,20,6, 48.401 
61,10/30/2020,2020,10,30,21,6, 48.732 
62,10/30/2020,2020,10,30,22,6, 46.990 
63,10/30/2020,2020,10,30,23,6, 47.078 
64,10/31/2020,2020,10,31,0,7, 46.604 
65,10/31/2020,2020,10,31,1,7, 47.537 
66,10/31/2020,2020,10,31,2,7, 66.467 
67,10/31/2020,2020,10,31,3,7, 87.246 
68,10/31/2020,2020,10,31,4,7, 79.730 
69,10/31/2020,2020,10,31,5,7, 78.324 
70,10/31/2020,2020,10,31,6,7, 73.637 
71,10/31/2020,2020,10,31,7,7, 76.919 
72,10/31/2020,2020,10,31,8,7, 78.535 
73,10/31/2020,2020,10,31,9,7, 74.314 
74,10/31/2020,2020,10,31,10,7, 73.033 
75,10/31/2020,2020,10,31,11,7, 68.080 
76,10/31/2020,2020,10,31,12,7, 64.528 
77,10/31/2020,2020,10,31,13,7, 53.814 
78,10/31/2020,2020,10,31,14,7, 48.118 
79,10/31/2020,2020,10,31,15,7, 47.431 
80,10/31/2020,2020,10,31,16,7, 46.084 
81,10/31/2020,2020,10,31,17,7, 47.515 
82,10/31/2020,2020,10,31,18,7, 45.145 
83,10/31/2020,2020,10,31,19,7, 46.279 
84,10/31/2020,2020,10,31,20,7, 45.591 
85,10/31/2020,2020,10,31,21,7, 45.878 
86,10/31/2020,2020,10,31,22,7, 44.267 
87,10/31/2020,2020,10,31,23,7, 44.213 
88,11/1/2020,2020,11,1,0,1, 43.067 
89,11/1/2020,2020,11,1,1,1, 44.596 
90,11/1/2020,2020,11,1,2,1, 65.109 
91,11/1/2020,2020,11,1,3,1, 67.753 
92,11/1/2020,2020,11,1,4,1, 81.928 
93,11/1/2020,2020,11,1,5,1, 91.300 
94,11/1/2020,2020,11,1,6,1, 102.566 
95,11/1/2020,2020,11,1,7,1, 83.846 
96,11/1/2020,2020,11,1,8,1, 87.455 
97,11/1/2020,2020,11,1,9,1, 86.824 
98,11/1/2020,2020,11,1,10,1, 129.576 
99,11/1/2020,2020,11,1,11,1, 151.995 
100,11/1/2020,2020,11,1,12,1, 147.813 
101,11/1/2020,2020,11,1,13,1, 154.412 
102,11/1/2020,2020,11,1,14,1, 161.131 
103,11/1/2020,2020,11,1,15,1, 162.585 
104,11/1/2020,2020,11,1,16,1, 162.238 
105,11/1/2020,2020,11,1,17,1, 158.427 
106,11/1/2020,2020,11,1,18,1, 154.824 
107,11/1/2020,2020,11,1,19,1, 151.918 
108,11/1/2020,2020,11,1,20,1, 95.955 
109,11/1/2020,2020,11,1,21,1, 124.040 
110,11/1/2020,2020,11,1,22,1, 138.970 
111,11/1/2020,2020,11,1,23,1, 152.212 
112,11/2/2020,2020,11,2,0,2, 47.948 
113,11/2/2020,2020,11,2,1,2, 49.457 
114,11/2/2020,2020,11,2,2,2, 69.451 
115,11/2/2020,2020,11,2,3,2, 88.530 
116,11/2/2020,2020,11,2,4,2, 88.742 
117,11/2/2020,2020,11,2,5,2, 80.007 
118,11/2/2020,2020,11,2,6,2, 79.008 
119,11/2/2020,2020,11,2,7,2, 77.565 
120,11/2/2020,2020,11,2,8,2, 83.824 
121,11/2/2020,2020,11,2,9,2, 86.151 
122,11/2/2020,2020,11,2,10,2, 129.565 
123,11/2/2020,2020,11,2,11,2, 160.018 
124,11/2/2020,2020,11,2,12,2, 160.162 
125,11/2/2020,2020,11,2,13,2, 185.841 
126,11/2/2020,2020,11,2,14,2, 178.033 
127,11/2/2020,2020,11,2,15,2, 153.851 
128,11/2/2020,2020,11,2,16,2, 149.171 
129,11/2/2020,2020,11,2,17,2, 157.808 
130,11/2/2020,2020,11,2,18,2, 157.281 
131,11/2/2020,2020,11,2,19,2, 151.585 
132,11/2/2020,2020,11,2,20,2, 90.184 
133,11/2/2020,2020,11,2,21,2, 126.781 
134,11/2/2020,2020,11,2,22,2, 124.068 
135,11/2/2020,2020,11,2,23,2, 141.279 
136,11/3/2020,2020,11,3,0,3, 43.488 
137,11/3/2020,2020,11,3,1,3, 47.096 
138,11/3/2020,2020,11,3,2,3, 73.912 
139,11/3/2020,2020,11,3,3,3, 86.616 
140,11/3/2020,2020,11,3,4,3, 81.221 
141,11/3/2020,2020,11,3,5,3, 79.979 
142,11/3/2020,2020,11,3,6,3, 81.424 
143,11/3/2020,2020,11,3,7,3, 77.656 
144,11/3/2020,2020,11,3,8,3, 79.044 
145,11/3/2020,2020,11,3,9,3, 79.590 
146,11/3/2020,2020,11,3,10,3, 79.949 
147,11/3/2020,2020,11,3,11,3, 76.520 
148,11/3/2020,2020,11,3,12,3, 79.945 
149,11/3/2020,2020,11,3,13,3, 91.003 
150,11/3/2020,2020,11,3,14,3, 77.379 
151,11/3/2020,2020,11,3,15,3, 57.674 
152,11/3/2020,2020,11,3,16,3, 50.068 
153,11/3/2020,2020,11,3,17,3, 50.209 
154,11/3/2020,2020,11,3,18,3, 47.504 
155,11/3/2020,2020,11,3,19,3, 48.136 
156,11/3/2020,2020,11,3,20,3, 47.322 
157,11/3/2020,2020,11,3,21,3, 46.758 
158,11/3/2020,2020,11,3,22,3, 49.042 
159,11/3/2020,2020,11,3,23,3, 47.237 
160,11/4/2020,2020,11,4,0,4, 45.051 
161,11/4/2020,2020,11,4,1,4, 50.173 
162,11/4/2020,2020,11,4,2,4, 78.916 
163,11/4/2020,2020,11,4,3,4, 94.806 
164,11/4/2020,2020,11,4,4,4, 86.515 
165,11/4/2020,2020,11,4,5,4, 85.961 
166,11/4/2020,2020,11,4,6,4, 87.678 
167,11/4/2020,2020,11,4,7,4, 87.536 
168,11/4/2020,2020,11,4,8,4, 88.044 
169,11/4/2020,2020,11,4,9,4, 93.965 
170,11/4/2020,2020,11,4,10,4, 91.899 
171,11/4/2020,2020,11,4,11,4, 84.738 
172,11/4/2020,2020,11,4,12,4, 89.423 
173,11/4/2020,2020,11,4,13,4, 78.544 
174,11/4/2020,2020,11,4,14,4, 66.687 
175,11/4/2020,2020,11,4,15,4, 56.905 
176,11/4/2020,2020,11,4,16,4, 54.228 
177,11/4/2020,2020,11,4,17,4, 47.878 
178,11/4/2020,2020,11,4,18,4, 45.552 
179,11/4/2020,2020,11,4,19,4, 44.194 
180,11/4/2020,2020,11,4,20,4, 43.988 
181,11/4/2020,2020,11,4,21,4, 43.809 
182,11/4/2020,2020,11,4,22,4, 45.506 
183,11/4/2020,2020,11,4,23,4, 43.669 
184,11/5/2020,2020,11,5,0,5, 42.119 
185,11/5/2020,2020,11,5,1,5, 47.613 
186,11/5/2020,2020,11,5,2,5, 73.589 
187,11/5/2020,2020,11,5,3,5, 85.606 
188,11/5/2020,2020,11,5,4,5, 87.631 
189,11/5/2020,2020,11,5,5,5, 84.461 
190,11/5/2020,2020,11,5,6,5, 80.655 
191,11/5/2020,2020,11,5,7,5, 89.264 
192,11/5/2020,2020,11,5,8,5, 92.069 
193,11/5/2020,2020,11,5,9,5, 92.755 
194,11/5/2020,2020,11,5,10,5, 91.101 
195,11/5/2020,2020,11,5,11,5, 81.546 
196,11/5/2020,2020,11,5,12,5, 80.922 
197,11/5/2020,2020,11,5,13,5, 65.073 
198,11/5/2020,2020,11,5,14,5, 51.000 
199,11/5/2020,2020,11,5,15,5, 45.376 
200,11/5/2020,2020,11,5,16,5, 44.051 
201,11/5/2020,2020,11,5,17,5, 41.939 
202,11/5/2020,2020,11,5,18,5, 40.376 
203,11/5/2020,2020,11,5,19,5, 40.548 
204,11/5/2020,2020,11,5,20,5, 39.365 
205,11/5/2020,2020,11,5,21,5, 39.943 
206,11/5/2020,2020,11,5,22,5, 42.041 
207,11/5/2020,2020,11,5,23,5, 39.855 
208,11/6/2020,2020,11,6,0,6, 39.142 
209,11/6/2020,2020,11,6,1,6, 40.296 
210,11/6/2020,2020,11,6,2,6, 63.711 
211,11/6/2020,2020,11,6,3,6, 81.746 
212,11/6/2020,2020,11,6,4,6, 90.862 
213,11/6/2020,2020,11,6,5,6, 74.502 
214,11/6/2020,2020,11,6,6,6, 68.842 
215,11/6/2020,2020,11,6,7,6, 72.366 
216,11/6/2020,2020,11,6,8,6, 70.223 
217,11/6/2020,2020,11,6,9,6, 69.966 
218,11/6/2020,2020,11,6,10,6, 68.443 
219,11/6/2020,2020,11,6,11,6, 64.829 
220,11/6/2020,2020,11,6,12,6, 41.918 
221,11/6/2020,2020,11,6,13,6, 47.999 
222,11/6/2020,2020,11,6,14,6, 43.590 
223,11/6/2020,2020,11,6,15,6, 43.079 
224,11/6/2020,2020,11,6,16,6, 42.874 
225,11/6/2020,2020,11,6,17,6, 42.466 
226,11/6/2020,2020,11,6,18,6, 42.008 
227,11/6/2020,2020,11,6,19,6, 43.644 
228,11/6/2020,2020,11,6,20,6, 40.968 
229,11/6/2020,2020,11,6,21,6, 41.390 
230,11/6/2020,2020,11,6,22,6, 41.500 
231,11/6/2020,2020,11,6,23,6, 41.073 
232,11/7/2020,2020,11,7,0,7, 39.981 
233,11/7/2020,2020,11,7,1,7, 45.279 
234,11/7/2020,2020,11,7,2,7, 64.485 
235,11/7/2020,2020,11,7,3,7, 63.221 
236,11/7/2020,2020,11,7,4,7, 86.657 
237,11/7/2020,2020,11,7,5,7, 76.103 
238,11/7/2020,2020,11,7,6,7, 75.549 
239,11/7/2020,2020,11,7,7,7, 79.239 
240,11/7/2020,2020,11,7,8,7, 76.061 
241,11/7/2020,2020,11,7,9,7, 77.994 
242,11/7/2020,2020,11,7,10,7, 69.695 
243,11/7/2020,2020,11,7,11,7, 66.693 
244,11/7/2020,2020,11,7,12,7, 58.111 
245,11/7/2020,2020,11,7,13,7, 55.775 
246,11/7/2020,2020,11,7,14,7, 46.588 
247,11/7/2020,2020,11,7,15,7, 43.949 
248,11/7/2020,2020,11,7,16,7, 43.656 
249,11/7/2020,2020,11,7,17,7, 42.855 
250,11/7/2020,2020,11,7,18,7, 42.677 
251,11/7/2020,2020,11,7,19,7, 44.689 
252,11/7/2020,2020,11,7,20,7, 42.501 
253,11/7/2020,2020,11,7,21,7, 42.567 
254,11/7/2020,2020,11,7,22,7, 43.590 
255,11/7/2020,2020,11,7,23,7, 42.253 
256,11/8/2020,2020,11,8,0,1, 41.157 
257,11/8/2020,2020,11,8,1,1, 47.315 
258,11/8/2020,2020,11,8,2,1, 65.124 
259,11/8/2020,2020,11,8,3,1, 75.988 
260,11/8/2020,2020,11,8,4,1, 82.306 
261,11/8/2020,2020,11,8,5,1, 80.181 
262,11/8/2020,2020,11,8,6,1, 78.258 
263,11/8/2020,2020,11,8,7,1, 84.476 
264,11/8/2020,2020,11,8,8,1, 90.914 
265,11/8/2020,2020,11,8,9,1, 90.749 
266,11/8/2020,2020,11,8,10,1, 86.615 
267,11/8/2020,2020,11,8,11,1, 78.611 
268,11/8/2020,2020,11,8,12,1, 68.498 
269,11/8/2020,2020,11,8,13,1, 57.397 
270,11/8/2020,2020,11,8,14,1, 48.270 
271,11/8/2020,2020,11,8,15,1, 46.991 
272,11/8/2020,2020,11,8,16,1, 46.936 
273,11/8/2020,2020,11,8,17,1, 45.504 
274,11/8/2020,2020,11,8,18,1, 45.257 
275,11/8/2020,2020,11,8,19,1, 47.035 
276,11/8/2020,2020,11,8,20,1, 45.079 
277,11/8/2020,2020,11,8,21,1, 45.088 
278,11/8/2020,2020,11,8,22,1, 43.925 
279,11/8/2020,2020,11,8,23,1, 42.425 
280,11/9/2020,2020,11,9,0,2, 45.691 
281,11/9/2020,2020,11,9,1,2, 74.620 
282,11/9/2020,2020,11,9,2,2, 90.264 
283,11/9/2020,2020,11,9,3,2, 106.387 
284,11/9/2020,2020,11,9,4,2, 104.637 
285,11/9/2020,2020,11,9,5,2, 106.149 
286,11/9/2020,2020,11,9,6,2, 111.107 
287,11/9/2020,2020,11,9,7,2, 109.727 
288,11/9/2020,2020,11,9,8,2, 113.078 
289,11/9/2020,2020,11,9,9,2, 101.547 
290,11/9/2020,2020,11,9,10,2, 116.597 
291,11/9/2020,2020,11,9,11,2, 107.465 
292,11/9/2020,2020,11,9,12,2, 109.787 
293,11/9/2020,2020,11,9,13,2, 102.755 
294,11/9/2020,2020,11,9,14,2, 100.346 
295,11/9/2020,2020,11,9,15,2, 93.980 
296,11/9/2020,2020,11,9,16,2, 91.368 
297,11/9/2020,2020,11,9,17,2, 66.627 
298,11/9/2020,2020,11,9,18,2, 47.002 
299,11/9/2020,2020,11,9,19,2, 46.440 
300,11/9/2020,2020,11,9,20,2, 44.283 
301,11/9/2020,2020,11,9,21,2, 43.431 
302,11/9/2020,2020,11,9,22,2, 43.463 
303,11/9/2020,2020,11,9,23,2, 42.892 
304,11/10/2020,2020,11,10,0,3, 45.150 
305,11/10/2020,2020,11,10,1,3, 73.183 
306,11/10/2020,2020,11,10,2,3, 89.562 
307,11/10/2020,2020,11,10,3,3, 101.759 
308,11/10/2020,2020,11,10,4,3, 102.225 
309,11/10/2020,2020,11,10,5,3, 100.199 
310,11/10/2020,2020,11,10,6,3, 101.021 
311,11/10/2020,2020,11,10,7,3, 96.966 
312,11/10/2020,2020,11,10,8,3, 101.369 
313,11/10/2020,2020,11,10,9,3, 100.721 
314,11/10/2020,2020,11,10,10,3, 110.310 
315,11/10/2020,2020,11,10,11,3, 104.125 
316,11/10/2020,2020,11,10,12,3, 107.492 
317,11/10/2020,2020,11,10,13,3, 101.741 
318,11/10/2020,2020,11,10,14,3, 94.731 
319,11/10/2020,2020,11,10,15,3, 93.964 
320,11/10/2020,2020,11,10,16,3, 89.093 
321,11/10/2020,2020,11,10,17,3, 56.228 
322,11/10/2020,2020,11,10,18,3, 47.520 
323,11/10/2020,2020,11,10,19,3, 48.150 
324,11/10/2020,2020,11,10,20,3, 44.846 
325,11/10/2020,2020,11,10,21,3, 45.537 
326,11/10/2020,2020,11,10,22,3, 45.196 
327,11/10/2020,2020,11,10,23,3, 44.141 
328,11/11/2020,2020,11,11,0,4, 129.576 
329,11/11/2020,2020,11,11,1,4, 151.995 
330,11/11/2020,2020,11,11,2,4, 147.813 
331,11/11/2020,2020,11,11,3,4, 154.412 
332,11/11/2020,2020,11,11,4,4, 161.131 
333,11/11/2020,2020,11,11,5,4, 162.585 
334,11/11/2020,2020,11,11,6,4, 162.238 
335,11/11/2020,2020,11,11,7,4, 158.427 
336,11/11/2020,2020,11,11,8,4, 154.824 
337,11/11/2020,2020,11,11,9,4, 151.918 
338,11/11/2020,2020,11,11,10,4, 103.248 
339,11/11/2020,2020,11,11,11,4, 102.916 
340,11/11/2020,2020,11,11,12,4, 102.411 
341,11/11/2020,2020,11,11,13,4, 96.960 
342,11/11/2020,2020,11,11,14,4, 91.611 
343,11/11/2020,2020,11,11,15,4, 85.900 
344,11/11/2020,2020,11,11,16,4, 79.154 
345,11/11/2020,2020,11,11,17,4, 58.051 
346,11/11/2020,2020,11,11,18,4, 30.245 
347,11/11/2020,2020,11,11,19,4, 45.400 
348,11/11/2020,2020,11,11,20,4, 44.863 
349,11/11/2020,2020,11,11,21,4, 44.883 
350,11/11/2020,2020,11,11,22,4, 44.020 
351,11/11/2020,2020,11,11,23,4, 44.147 
352,11/12/2020,2020,11,12,0,5, 95.955 
353,11/12/2020,2020,11,12,1,5, 124.040 
354,11/12/2020,2020,11,12,2,5, 138.970 
355,11/12/2020,2020,11,12,3,5, 152.212 
356,11/12/2020,2020,11,12,4,5, 100.315 
357,11/12/2020,2020,11,12,5,5, 104.506 
358,11/12/2020,2020,11,12,6,5, 108.155 
359,11/12/2020,2020,11,12,7,5, 107.207 
360,11/12/2020,2020,11,12,8,5, 108.630 
361,11/12/2020,2020,11,12,9,5, 105.943 
362,11/12/2020,2020,11,12,10,5, 109.800 
363,11/12/2020,2020,11,12,11,5, 110.936 
364,11/12/2020,2020,11,12,12,5, 104.602 
365,11/12/2020,2020,11,12,13,5, 93.830 
366,11/12/2020,2020,11,12,14,5, 93.974 
367,11/12/2020,2020,11,12,15,5, 91.049 
368,11/12/2020,2020,11,12,16,5, 81.543 
369,11/12/2020,2020,11,12,17,5, 55.994 
370,11/12/2020,2020,11,12,18,5, 46.985 
371,11/12/2020,2020,11,12,19,5, 46.923 
372,11/12/2020,2020,11,12,20,5, 45.075 
373,11/12/2020,2020,11,12,21,5, 44.084 
374,11/12/2020,2020,11,12,22,5, 44.084 
375,11/12/2020,2020,11,12,23,5, 44.463 
376,11/13/2020,2020,11,13,0,6, 45.302 
377,11/13/2020,2020,11,13,1,6, 69.109 
378,11/13/2020,2020,11,13,2,6, 85.091 
379,11/13/2020,2020,11,13,3,6, 100.562 
380,11/13/2020,2020,11,13,4,6, 101.685 
381,11/13/2020,2020,11,13,5,6, 95.120 
382,11/13/2020,2020,11,13,6,6, 101.935 
383,11/13/2020,2020,11,13,7,6, 103.855 
384,11/13/2020,2020,11,13,8,6, 107.227 
385,11/13/2020,2020,11,13,9,6, 104.525 
386,11/13/2020,2020,11,13,10,6, 111.348 
387,11/13/2020,2020,11,13,11,6, 107.938 
388,11/13/2020,2020,11,13,12,6, 112.853 
389,11/13/2020,2020,11,13,13,6, 110.614 
390,11/13/2020,2020,11,13,14,6, 106.718 
391,11/13/2020,2020,11,13,15,6, 95.487 
392,11/13/2020,2020,11,13,16,6, 84.435 
393,11/13/2020,2020,11,13,17,6, 59.600 
394,11/13/2020,2020,11,13,18,6, 47.833 
395,11/13/2020,2020,11,13,19,6, 46.843 
396,11/13/2020,2020,11,13,20,6, 45.806 
397,11/13/2020,2020,11,13,21,6, 45.968 
398,11/13/2020,2020,11,13,22,6, 43.951 
399,11/13/2020,2020,11,13,23,6, 45.573 
400,11/14/2020,2020,11,14,0,7, 45.618 
401,11/14/2020,2020,11,14,1,7, 71.681 
402,11/14/2020,2020,11,14,2,7, 91.326 
403,11/14/2020,2020,11,14,3,7, 92.095 
404,11/14/2020,2020,11,14,4,7, 93.932 
405,11/14/2020,2020,11,14,5,7, 95.854 
406,11/14/2020,2020,11,14,6,7, 116.458 
407,11/14/2020,2020,11,14,7,7, 116.263 
408,11/14/2020,2020,11,14,8,7, 114.585 
409,11/14/2020,2020,11,14,9,7, 110.899 
410,11/14/2020,2020,11,14,10,7, 99.052 
411,11/14/2020,2020,11,14,11,7, 99.958 
412,11/14/2020,2020,11,14,12,7, 104.457 
413,11/14/2020,2020,11,14,13,7, 98.764 
414,11/14/2020,2020,11,14,14,7, 96.009 
415,11/14/2020,2020,11,14,15,7, 92.399 
416,11/14/2020,2020,11,14,16,7, 85.856 
417,11/14/2020,2020,11,14,17,7, 58.463 
418,11/14/2020,2020,11,14,18,7, 47.839 
419,11/14/2020,2020,11,14,19,7, 45.830 
420,11/14/2020,2020,11,14,20,7, 43.436 
421,11/14/2020,2020,11,14,21,7, 43.662 
422,11/14/2020,2020,11,14,22,7, 42.508 
423,11/14/2020,2020,11,14,23,7, 42.076 
424,11/15/2020,2020,11,15,0,1, 43.517 
425,11/15/2020,2020,11,15,1,1, 73.033 
426,11/15/2020,2020,11,15,2,1, 96.541 
427,11/15/2020,2020,11,15,3,1, 117.120 
428,11/15/2020,2020,11,15,4,1, 109.084 
429,11/15/2020,2020,11,15,5,1, 114.217 
430,11/15/2020,2020,11,15,6,1, 121.756 
431,11/15/2020,2020,11,15,7,1, 125.897 
432,11/15/2020,2020,11,15,8,1, 76.167 
433,11/15/2020,2020,11,15,9,1, 53.792 
434,11/15/2020,2020,11,15,10,1, 105.396 
435,11/15/2020,2020,11,15,11,1, 105.778 
436,11/15/2020,2020,11,15,12,1, 102.196 
437,11/15/2020,2020,11,15,13,1, 100.072 
438,11/15/2020,2020,11,15,14,1, 98.887 
439,11/15/2020,2020,11,15,15,1, 97.651 
440,11/15/2020,2020,11,15,16,1, 89.941 
441,11/15/2020,2020,11,15,17,1, 57.171 
442,11/15/2020,2020,11,15,18,1, 46.663 
443,11/15/2020,2020,11,15,19,1, 44.934 
444,11/15/2020,2020,11,15,20,1, 44.536 
445,11/15/2020,2020,11,15,21,1, 46.266 
446,11/15/2020,2020,11,15,22,1, 44.939 
447,11/15/2020,2020,11,15,23,1, 42.267 
448,11/16/2020,2020,11,16,0,2, 42.827 
449,11/16/2020,2020,11,16,1,2, 74.007 
450,11/16/2020,2020,11,16,2,2, 75.278 
451,11/16/2020,2020,11,16,3,2, 102.382 
452,11/16/2020,2020,11,16,4,2, 103.239 
453,11/16/2020,2020,11,16,5,2, 96.517 
454,11/16/2020,2020,11,16,6,2, 97.750 
455,11/16/2020,2020,11,16,7,2, 103.867 
456,11/16/2020,2020,11,16,8,2, 121.312 
457,11/16/2020,2020,11,16,9,2, 102.655 
458,11/16/2020,2020,11,16,10,2, 106.596 
459,11/16/2020,2020,11,16,11,2, 102.964 
460,11/16/2020,2020,11,16,12,2, 94.807 
461,11/16/2020,2020,11,16,13,2, 94.345 
462,11/16/2020,2020,11,16,14,2, 93.033 
463,11/16/2020,2020,11,16,15,2, 89.813 
464,11/16/2020,2020,11,16,16,2, 84.272 
465,11/16/2020,2020,11,16,17,2, 61.843 
466,11/16/2020,2020,11,16,18,2, 45.803 
467,11/16/2020,2020,11,16,19,2, 45.533 
468,11/16/2020,2020,11,16,20,2, 45.372 
469,11/16/2020,2020,11,16,21,2, 43.517 
470,11/16/2020,2020,11,16,22,2, 44.758 
471,11/16/2020,2020,11,16,23,2, 44.018 
472,11/17/2020,2020,11,17,0,3, 41.929 
473,11/17/2020,2020,11,17,1,3, 71.961 
474,11/17/2020,2020,11,17,2,3, 97.492 
475,11/17/2020,2020,11,17,3,3, 112.026 
476,11/17/2020,2020,11,17,4,3, 104.653 
477,11/17/2020,2020,11,17,5,3, 105.039 
478,11/17/2020,2020,11,17,6,3, 110.562 
479,11/17/2020,2020,11,17,7,3, 132.441 
480,11/17/2020,2020,11,17,8,3, 125.110 
481,11/17/2020,2020,11,17,9,3, 118.722 
482,11/17/2020,2020,11,17,10,3, 113.794 
483,11/17/2020,2020,11,17,11,3, 106.929 
484,11/17/2020,2020,11,17,12,3, 99.915 
485,11/17/2020,2020,11,17,13,3, 99.186 
486,11/17/2020,2020,11,17,14,3, 101.093 
487,11/17/2020,2020,11,17,15,3, 87.596 
488,11/17/2020,2020,11,17,16,3, 81.926 
489,11/17/2020,2020,11,17,17,3, 57.892 
490,11/17/2020,2020,11,17,18,3, 44.638 
491,11/17/2020,2020,11,17,19,3, 45.159 
492,11/17/2020,2020,11,17,20,3, 44.880 
493,11/17/2020,2020,11,17,21,3, 45.298 
494,11/17/2020,2020,11,17,22,3, 47.914 
495,11/17/2020,2020,11,17,23,3, 44.487 
496,11/18/2020,2020,11,18,0,4, 45.171 
497,11/18/2020,2020,11,18,1,4, 83.938 
498,11/18/2020,2020,11,18,2,4, 90.575 
499,11/18/2020,2020,11,18,3,4, 87.085 
500,11/18/2020,2020,11,18,4,4, 111.921 
501,11/18/2020,2020,11,18,5,4, 120.078 
502,11/18/2020,2020,11,18,6,4, 122.826 
503,11/18/2020,2020,11,18,7,4, 119.204 
504,11/18/2020,2020,11,18,8,4, 122.327 
505,11/18/2020,2020,11,18,9,4, 125.528 
506,11/18/2020,2020,11,18,10,4, 119.381 
507,11/18/2020,2020,11,18,11,4, 119.864 
508,11/18/2020,2020,11,18,12,4, 127.532 
509,11/18/2020,2020,11,18,13,4, 119.399 
510,11/18/2020,2020,11,18,14,4, 104.441 
511,11/18/2020,2020,11,18,15,4, 95.097 
512,11/18/2020,2020,11,18,16,4, 86.561 
513,11/18/2020,2020,11,18,17,4, 61.339 
514,11/18/2020,2020,11,18,18,4, 40.566 
515,11/18/2020,2020,11,18,19,4, 45.722 
516,11/18/2020,2020,11,18,20,4, 45.006 
517,11/18/2020,2020,11,18,21,4, 45.106 
518,11/18/2020,2020,11,18,22,4, 44.442 
519,11/18/2020,2020,11,18,23,4, 45.145 
520,11/19/2020,2020,11,19,0,5, 46.222 
521,11/19/2020,2020,11,19,1,5, 74.426 
522,11/19/2020,2020,11,19,2,5, 79.087 
523,11/19/2020,2020,11,19,3,5, 99.989 
524,11/19/2020,2020,11,19,4,5, 106.665 
525,11/19/2020,2020,11,19,5,5, 106.394 
526,11/19/2020,2020,11,19,6,5, 113.379 
527,11/19/2020,2020,11,19,7,5, 117.445 
528,11/19/2020,2020,11,19,8,5, 110.604 
529,11/19/2020,2020,11,19,9,5, 110.088 
530,11/19/2020,2020,11,19,10,5, 109.176 
531,11/19/2020,2020,11,19,11,5, 98.867 
532,11/19/2020,2020,11,19,12,5, 95.954 
533,11/19/2020,2020,11,19,13,5, 96.346 
534,11/19/2020,2020,11,19,14,5, 94.462 
535,11/19/2020,2020,11,19,15,5, 91.647 
536,11/19/2020,2020,11,19,16,5, 78.083 
537,11/19/2020,2020,11,19,17,5, 55.113 
