RefNo,Date,Year,Month,Day,Hour,WeekDay, KWH 
6821,8/10/2021,2021,8,10,19,3, 45.899 
6822,8/10/2021,2021,8,10,20,3, 44.742 
6823,8/10/2021,2021,8,10,21,3, 44.288 
6824,8/10/2021,2021,8,10,22,3, 47.770 
6825,8/10/2021,2021,8,10,23,3, 45.174 
6826,8/11/2021,2021,8,11,0,4, 171.822 
6827,8/11/2021,2021,8,11,1,4, 190.522 
6828,8/11/2021,2021,8,11,2,4, 211.997 
6829,8/11/2021,2021,8,11,3,4, 218.724 
6830,8/11/2021,2021,8,11,4,4, 217.741 
6831,8/11/2021,2021,8,11,5,4, 213.639 
6832,8/11/2021,2021,8,11,6,4, 201.828 
6833,8/11/2021,2021,8,11,7,4, 187.235 
6834,8/11/2021,2021,8,11,8,4, 182.793 
6835,8/11/2021,2021,8,11,9,4, 171.371 
6836,8/11/2021,2021,8,11,10,4, 109.369 
6837,8/11/2021,2021,8,11,11,4, 102.878 
6838,8/11/2021,2021,8,11,12,4, 98.052 
6839,8/11/2021,2021,8,11,13,4, 92.499 
6840,8/11/2021,2021,8,11,14,4, 94.467 
6841,8/11/2021,2021,8,11,15,4, 91.254 
6842,8/11/2021,2021,8,11,16,4, 77.558 
6843,8/11/2021,2021,8,11,17,4, 59.721 
6844,8/11/2021,2021,8,11,18,4, 54.690 
6845,8/11/2021,2021,8,11,19,4, 47.047 
6846,8/11/2021,2021,8,11,20,4, 46.483 
6847,8/11/2021,2021,8,11,21,4, 47.184 
6848,8/11/2021,2021,8,11,22,4, 48.564 
6849,8/11/2021,2021,8,11,23,4, 47.277 
6850,8/12/2021,2021,8,12,0,5, 112.924 
6851,8/12/2021,2021,8,12,1,5, 134.042 
6852,8/12/2021,2021,8,12,2,5, 157.987 
6853,8/12/2021,2021,8,12,3,5, 163.178 
6854,8/12/2021,2021,8,12,4,5, 106.815 
6855,8/12/2021,2021,8,12,5,5, 109.361 
6856,8/12/2021,2021,8,12,6,5, 108.508 
6857,8/12/2021,2021,8,12,7,5, 111.478 
6858,8/12/2021,2021,8,12,8,5, 107.740 
6859,8/12/2021,2021,8,12,9,5, 104.165 
6860,8/12/2021,2021,8,12,10,5, 104.650 
6861,8/12/2021,2021,8,12,11,5, 95.193 
6862,8/12/2021,2021,8,12,12,5, 89.031 
6863,8/12/2021,2021,8,12,13,5, 91.057 
6864,8/12/2021,2021,8,12,14,5, 93.408 
6865,8/12/2021,2021,8,12,15,5, 86.120 
6866,8/12/2021,2021,8,12,16,5, 73.963 
6867,8/12/2021,2021,8,12,17,5, 57.582 
6868,8/12/2021,2021,8,12,18,5, 57.111 
6869,8/12/2021,2021,8,12,19,5, 49.759 
6870,8/12/2021,2021,8,12,20,5, 45.589 
6871,8/12/2021,2021,8,12,21,5, 44.400 
6872,8/12/2021,2021,8,12,22,5, 45.815 
6873,8/12/2021,2021,8,12,23,5, 44.945 
6874,8/13/2021,2021,8,13,0,6, 43.339 
6875,8/13/2021,2021,8,13,1,6, 71.256 
6876,8/13/2021,2021,8,13,2,6, 96.650 
6877,8/13/2021,2021,8,13,3,6, 96.959 
6878,8/13/2021,2021,8,13,4,6, 95.950 
6879,8/13/2021,2021,8,13,5,6, 103.242 
6880,8/13/2021,2021,8,13,6,6, 87.874 
6881,8/13/2021,2021,8,13,7,6, 103.126 
6882,8/13/2021,2021,8,13,8,6, 100.565 
6883,8/13/2021,2021,8,13,9,6, 97.055 
6884,8/13/2021,2021,8,13,10,6, 101.938 
6885,8/13/2021,2021,8,13,11,6, 99.696 
6886,8/13/2021,2021,8,13,12,6, 91.607 
6887,8/13/2021,2021,8,13,13,6, 93.697 
6888,8/13/2021,2021,8,13,14,6, 95.930 
6889,8/13/2021,2021,8,13,15,6, 92.059 
6890,8/13/2021,2021,8,13,16,6, 75.396 
6891,8/13/2021,2021,8,13,17,6, 59.601 
6892,8/13/2021,2021,8,13,18,6, 58.117 
6893,8/13/2021,2021,8,13,19,6, 49.014 
6894,8/13/2021,2021,8,13,20,6, 47.363 
6895,8/13/2021,2021,8,13,21,6, 46.940 
6896,8/13/2021,2021,8,13,22,6, 47.362 
6897,8/13/2021,2021,8,13,23,6, 47.144 
6898,8/14/2021,2021,8,14,0,7, 48.837 
6899,8/14/2021,2021,8,14,1,7, 71.938 
6900,8/14/2021,2021,8,14,2,7, 91.500 
6901,8/14/2021,2021,8,14,3,7, 102.035 
6902,8/14/2021,2021,8,14,4,7, 103.934 
6903,8/14/2021,2021,8,14,5,7, 109.131 
6904,8/14/2021,2021,8,14,6,7, 110.092 
6905,8/14/2021,2021,8,14,7,7, 114.080 
6906,8/14/2021,2021,8,14,8,7, 112.089 
6907,8/14/2021,2021,8,14,9,7, 116.142 
6908,8/14/2021,2021,8,14,10,7, 97.722 
6909,8/14/2021,2021,8,14,11,7, 104.959 
6910,8/14/2021,2021,8,14,12,7, 101.783 
6911,8/14/2021,2021,8,14,13,7, 96.740 
6912,8/14/2021,2021,8,14,14,7, 89.779 
6913,8/14/2021,2021,8,14,15,7, 87.551 
6914,8/14/2021,2021,8,14,16,7, 75.834 
6915,8/14/2021,2021,8,14,17,7, 59.072 
6916,8/14/2021,2021,8,14,18,7, 52.656 
6917,8/14/2021,2021,8,14,19,7, 47.696 
6918,8/14/2021,2021,8,14,20,7, 45.682 
6919,8/14/2021,2021,8,14,21,7, 45.019 
6920,8/14/2021,2021,8,14,22,7, 46.742 
6921,8/14/2021,2021,8,14,23,7, 44.960 
6922,8/15/2021,2021,8,15,0,1, 46.732 
6923,8/15/2021,2021,8,15,1,1, 69.342 
6924,8/15/2021,2021,8,15,2,1, 85.704 
6925,8/15/2021,2021,8,15,3,1, 96.189 
6926,8/15/2021,2021,8,15,4,1, 99.412 
6927,8/15/2021,2021,8,15,5,1, 103.400 
6928,8/15/2021,2021,8,15,6,1, 104.765 
6929,8/15/2021,2021,8,15,7,1, 104.244 
6930,8/15/2021,2021,8,15,8,1, 103.412 
6931,8/15/2021,2021,8,15,9,1, 100.383 
6932,8/15/2021,2021,8,15,10,1, 98.425 
6933,8/15/2021,2021,8,15,11,1, 91.942 
6934,8/15/2021,2021,8,15,12,1, 94.708 
6935,8/15/2021,2021,8,15,13,1, 92.054 
6936,8/15/2021,2021,8,15,14,1, 98.544 
6937,8/15/2021,2021,8,15,15,1, 91.976 
6938,8/15/2021,2021,8,15,16,1, 81.584 
6939,8/15/2021,2021,8,15,17,1, 67.724 
6940,8/15/2021,2021,8,15,18,1, 53.313 
6941,8/15/2021,2021,8,15,19,1, 49.911 
6942,8/15/2021,2021,8,15,20,1, 52.453 
6943,8/15/2021,2021,8,15,21,1, 49.416 
6944,8/15/2021,2021,8,15,22,1, 47.428 
6945,8/15/2021,2021,8,15,23,1, 47.280 
6946,8/16/2021,2021,8,16,0,2, 50.837 
6947,8/16/2021,2021,8,16,1,2, 66.118 
6948,8/16/2021,2021,8,16,2,2, 98.688 
6949,8/16/2021,2021,8,16,3,2, 94.356 
6950,8/16/2021,2021,8,16,4,2, 99.279 
6951,8/16/2021,2021,8,16,5,2, 108.569 
6952,8/16/2021,2021,8,16,6,2, 107.718 
6953,8/16/2021,2021,8,16,7,2, 109.306 
6954,8/16/2021,2021,8,16,8,2, 106.149 
6955,8/16/2021,2021,8,16,9,2, 99.291 
6956,8/16/2021,2021,8,16,10,2, 98.956 
6957,8/16/2021,2021,8,16,11,2, 107.000 
6958,8/16/2021,2021,8,16,12,2, 92.552 
6959,8/16/2021,2021,8,16,13,2, 97.420 
6960,8/16/2021,2021,8,16,14,2, 93.520 
6961,8/16/2021,2021,8,16,15,2, 86.633 
6962,8/16/2021,2021,8,16,16,2, 61.384 
6963,8/16/2021,2021,8,16,17,2, 50.734 
6964,8/16/2021,2021,8,16,18,2, 48.210 
6965,8/16/2021,2021,8,16,19,2, 48.325 
6966,8/16/2021,2021,8,16,20,2, 47.087 
6967,8/16/2021,2021,8,16,21,2, 46.494 
6968,8/16/2021,2021,8,16,22,2, 48.073 
6969,8/16/2021,2021,8,16,23,2, 47.835 
6970,8/17/2021,2021,8,17,0,3, 46.106 
6971,8/17/2021,2021,8,17,1,3, 60.828 
6972,8/17/2021,2021,8,17,2,3, 106.372 
6973,8/17/2021,2021,8,17,3,3, 104.026 
6974,8/17/2021,2021,8,17,4,3, 116.660 
6975,8/17/2021,2021,8,17,5,3, 117.114 
6976,8/17/2021,2021,8,17,6,3, 115.549 
6977,8/17/2021,2021,8,17,7,3, 111.645 
6978,8/17/2021,2021,8,17,8,3, 113.433 
6979,8/17/2021,2021,8,17,9,3, 103.764 
6980,8/17/2021,2021,8,17,10,3, 98.206 
6981,8/17/2021,2021,8,17,11,3, 92.604 
6982,8/17/2021,2021,8,17,12,3, 86.954 
6983,8/17/2021,2021,8,17,13,3, 93.300 
6984,8/17/2021,2021,8,17,14,3, 92.470 
6985,8/17/2021,2021,8,17,15,3, 77.388 
6986,8/17/2021,2021,8,17,16,3, 57.772 
6987,8/17/2021,2021,8,17,17,3, 48.948 
6988,8/17/2021,2021,8,17,18,3, 46.436 
6989,8/17/2021,2021,8,17,19,3, 45.809 
6990,8/17/2021,2021,8,17,20,3, 44.300 
6991,8/17/2021,2021,8,17,21,3, 43.567 
6992,8/17/2021,2021,8,17,22,3, 42.731 
6993,8/17/2021,2021,8,17,23,3, 41.475 
6994,8/18/2021,2021,8,18,0,4, 41.308 
6995,8/18/2021,2021,8,18,1,4, 70.557 
6996,8/18/2021,2021,8,18,2,4, 93.795 
6997,8/18/2021,2021,8,18,3,4, 99.217 
6998,8/18/2021,2021,8,18,4,4, 102.738 
6999,8/18/2021,2021,8,18,5,4, 110.449 
7000,8/18/2021,2021,8,18,6,4, 108.638 
7001,8/18/2021,2021,8,18,7,4, 107.776 
7002,8/18/2021,2021,8,18,8,4, 113.270 
7003,8/18/2021,2021,8,18,9,4, 113.020 
7004,8/18/2021,2021,8,18,10,4, 106.429 
7005,8/18/2021,2021,8,18,11,4, 94.876 
7006,8/18/2021,2021,8,18,12,4, 92.481 
7007,8/18/2021,2021,8,18,13,4, 98.134 
7008,8/18/2021,2021,8,18,14,4, 97.407 
7009,8/18/2021,2021,8,18,15,4, 87.073 
7010,8/18/2021,2021,8,18,16,4, 64.857 
7011,8/18/2021,2021,8,18,17,4, 67.423 
7012,8/18/2021,2021,8,18,18,4, 74.500 
7013,8/18/2021,2021,8,18,19,4, 72.677 
7014,8/18/2021,2021,8,18,20,4, 71.916 
7015,8/18/2021,2021,8,18,21,4, 71.223 
7016,8/18/2021,2021,8,18,22,4, 71.000 
7017,8/18/2021,2021,8,18,23,4, 60.608 
7018,8/19/2021,2021,8,19,0,5, 69.994 
7019,8/19/2021,2021,8,19,1,5, 89.618 
7020,8/19/2021,2021,8,19,2,5, 103.126 
7021,8/19/2021,2021,8,19,3,5, 105.950 
7022,8/19/2021,2021,8,19,4,5, 109.548 
7023,8/19/2021,2021,8,19,5,5, 117.237 
7024,8/19/2021,2021,8,19,6,5, 122.939 
7025,8/19/2021,2021,8,19,7,5, 119.079 
7026,8/19/2021,2021,8,19,8,5, 113.878 
7027,8/19/2021,2021,8,19,9,5, 119.221 
7028,8/19/2021,2021,8,19,10,5, 105.609 
7029,8/19/2021,2021,8,19,11,5, 99.121 
7030,8/19/2021,2021,8,19,12,5, 98.934 
7031,8/19/2021,2021,8,19,13,5, 97.627 
7032,8/19/2021,2021,8,19,14,5, 96.154 
7033,8/19/2021,2021,8,19,15,5, 86.331 
7034,8/19/2021,2021,8,19,16,5, 75.421 
7035,8/19/2021,2021,8,19,17,5, 68.623 
7036,8/19/2021,2021,8,19,18,5, 57.954 
7037,8/19/2021,2021,8,19,19,5, 54.219 
7038,8/19/2021,2021,8,19,20,5, 53.033 
7039,8/19/2021,2021,8,19,21,5, 51.956 
7040,8/19/2021,2021,8,19,22,5, 51.483 
7041,8/19/2021,2021,8,19,23,5, 50.040 
7042,8/20/2021,2021,8,20,0,6, 49.651 
7043,8/20/2021,2021,8,20,1,6, 72.191 
7044,8/20/2021,2021,8,20,2,6, 94.030 
7045,8/20/2021,2021,8,20,3,6, 105.112 
7046,8/20/2021,2021,8,20,4,6, 105.841 
7047,8/20/2021,2021,8,20,5,6, 114.107 
7048,8/20/2021,2021,8,20,6,6, 116.469 
7049,8/20/2021,2021,8,20,7,6, 119.300 
7050,8/20/2021,2021,8,20,8,6, 115.052 
7051,8/20/2021,2021,8,20,9,6, 126.053 
7052,8/20/2021,2021,8,20,10,6, 119.957 
7053,8/20/2021,2021,8,20,11,6, 120.198 
7054,8/20/2021,2021,8,20,12,6, 115.389 
7055,8/20/2021,2021,8,20,13,6, 120.170 
7056,8/20/2021,2021,8,20,14,6, 118.363 
7057,8/20/2021,2021,8,20,15,6, 112.236 
7058,8/20/2021,2021,8,20,16,6, 91.247 
7059,8/20/2021,2021,8,20,17,6, 82.921 
7060,8/20/2021,2021,8,20,18,6, 67.888 
7061,8/20/2021,2021,8,20,19,6, 59.550 
7062,8/20/2021,2021,8,20,20,6, 58.260 
7063,8/20/2021,2021,8,20,21,6, 56.774 
7064,8/20/2021,2021,8,20,22,6, 56.000 
7065,8/20/2021,2021,8,20,23,6, 55.398 
7066,8/21/2021,2021,8,21,0,7, 172.302 
7067,8/21/2021,2021,8,21,1,7, 179.832 
7068,8/21/2021,2021,8,21,2,7, 198.436 
7069,8/21/2021,2021,8,21,3,7, 194.894 
7070,8/21/2021,2021,8,21,4,7, 192.698 
7071,8/21/2021,2021,8,21,5,7, 181.701 
7072,8/21/2021,2021,8,21,6,7, 162.074 
7073,8/21/2021,2021,8,21,7,7, 143.663 
7074,8/21/2021,2021,8,21,8,7, 127.346 
7075,8/21/2021,2021,8,21,9,7, 118.188 
7076,8/21/2021,2021,8,21,10,7, 69.044 
7077,8/21/2021,2021,8,21,11,7, 66.040 
7078,8/21/2021,2021,8,21,12,7, 59.505 
7079,8/21/2021,2021,8,21,13,7, 47.370 
7080,8/21/2021,2021,8,21,14,7, 51.958 
7081,8/21/2021,2021,8,21,15,7, 46.582 
7082,8/21/2021,2021,8,21,16,7, 39.333 
7083,8/21/2021,2021,8,21,17,7, 40.360 
7084,8/21/2021,2021,8,21,18,7, 39.762 
7085,8/21/2021,2021,8,21,19,7, 41.410 
7086,8/21/2021,2021,8,21,20,7, 38.889 
7087,8/21/2021,2021,8,21,21,7, 39.193 
7088,8/21/2021,2021,8,21,22,7, 36.936 
7089,8/21/2021,2021,8,21,23,7, 39.517 
7090,8/22/2021,2021,8,22,0,1, 89.775 
7091,8/22/2021,2021,8,22,1,1, 94.509 
7092,8/22/2021,2021,8,22,2,1, 125.934 
7093,8/22/2021,2021,8,22,3,1, 130.944 
7094,8/22/2021,2021,8,22,4,1, 81.623 
7095,8/22/2021,2021,8,22,5,1, 75.849 
7096,8/22/2021,2021,8,22,6,1, 78.828 
7097,8/22/2021,2021,8,22,7,1, 75.532 
7098,8/22/2021,2021,8,22,8,1, 73.269 
7099,8/22/2021,2021,8,22,9,1, 81.440 
7100,8/22/2021,2021,8,22,10,1, 80.663 
7101,8/22/2021,2021,8,22,11,1, 78.767 
7102,8/22/2021,2021,8,22,12,1, 69.879 
7103,8/22/2021,2021,8,22,13,1, 63.677 
7104,8/22/2021,2021,8,22,14,1, 48.918 
7105,8/22/2021,2021,8,22,15,1, 43.071 
7106,8/22/2021,2021,8,22,16,1, 36.790 
7107,8/22/2021,2021,8,22,17,1, 37.421 
7108,8/22/2021,2021,8,22,18,1, 36.465 
7109,8/22/2021,2021,8,22,19,1, 36.617 
7110,8/22/2021,2021,8,22,20,1, 37.222 
7111,8/22/2021,2021,8,22,21,1, 44.644 
7112,8/22/2021,2021,8,22,22,1, 38.532 
7113,8/22/2021,2021,8,22,23,1, 35.211 
7114,8/23/2021,2021,8,23,0,2, 32.770 
7115,8/23/2021,2021,8,23,1,2, 40.891 
7116,8/23/2021,2021,8,23,2,2, 66.040 
7117,8/23/2021,2021,8,23,3,2, 81.079 
7118,8/23/2021,2021,8,23,4,2, 36.788 
7119,8/23/2021,2021,8,23,5,2, 50.462 
7120,8/23/2021,2021,8,23,6,2, 84.164 
7121,8/23/2021,2021,8,23,7,2, 90.205 
7122,8/23/2021,2021,8,23,8,2, 87.743 
7123,8/23/2021,2021,8,23,9,2, 78.302 
7124,8/23/2021,2021,8,23,10,2, 81.923 
7125,8/23/2021,2021,8,23,11,2, 81.239 
7126,8/23/2021,2021,8,23,12,2, 76.376 
7127,8/23/2021,2021,8,23,13,2, 72.543 
7128,8/23/2021,2021,8,23,14,2, 67.368 
7129,8/23/2021,2021,8,23,15,2, 48.816 
7130,8/23/2021,2021,8,23,16,2, 37.261 
7131,8/23/2021,2021,8,23,17,2, 52.875 
7132,8/23/2021,2021,8,23,18,2, 50.006 
7133,8/23/2021,2021,8,23,19,2, 49.025 
7134,8/23/2021,2021,8,23,20,2, 40.155 
7135,8/23/2021,2021,8,23,21,2, 38.281 
7136,8/23/2021,2021,8,23,22,2, 37.454 
7137,8/23/2021,2021,8,23,23,2, 38.623 
7138,8/24/2021,2021,8,24,0,3, 36.642 
7139,8/24/2021,2021,8,24,1,3, 50.206 
7140,8/24/2021,2021,8,24,2,3, 78.970 
7141,8/24/2021,2021,8,24,3,3, 103.643 
7142,8/24/2021,2021,8,24,4,3, 104.441 
7143,8/24/2021,2021,8,24,5,3, 102.810 
7144,8/24/2021,2021,8,24,6,3, 105.139 
7145,8/24/2021,2021,8,24,7,3, 88.837 
7146,8/24/2021,2021,8,24,8,3, 89.943 
7147,8/24/2021,2021,8,24,9,3, 85.743 
7148,8/24/2021,2021,8,24,10,3, 82.248 
7149,8/24/2021,2021,8,24,11,3, 77.231 
7150,8/24/2021,2021,8,24,12,3, 40.805 
7151,8/24/2021,2021,8,24,13,3, 33.860 
7152,8/24/2021,2021,8,24,14,3, 33.994 
7153,8/24/2021,2021,8,24,15,3, 30.746 
7154,8/24/2021,2021,8,24,16,3, 29.344 
7155,8/24/2021,2021,8,24,17,3, 41.326 
7156,8/24/2021,2021,8,24,18,3, 42.275 
7157,8/24/2021,2021,8,24,19,3, 31.114 
7158,8/24/2021,2021,8,24,20,3, 33.154 
7159,8/24/2021,2021,8,24,21,3, 35.058 
7160,8/24/2021,2021,8,24,22,3, 29.884 
7161,8/24/2021,2021,8,24,23,3, 30.029 
7162,8/25/2021,2021,8,25,0,4, 28.751 
7163,8/25/2021,2021,8,25,1,4, 33.311 
7164,8/25/2021,2021,8,25,2,4, 55.607 
7165,8/25/2021,2021,8,25,3,4, 79.125 
7166,8/25/2021,2021,8,25,4,4, 81.019 
7167,8/25/2021,2021,8,25,5,4, 87.376 
7168,8/25/2021,2021,8,25,6,4, 75.727 
7169,8/25/2021,2021,8,25,7,4, 82.032 
7170,8/25/2021,2021,8,25,8,4, 78.891 
7171,8/25/2021,2021,8,25,9,4, 79.241 
7172,8/25/2021,2021,8,25,10,4, 77.171 
7173,8/25/2021,2021,8,25,11,4, 80.271 
7174,8/25/2021,2021,8,25,12,4, 74.215 
7175,8/25/2021,2021,8,25,13,4, 71.551 
7176,8/25/2021,2021,8,25,14,4, 64.664 
7177,8/25/2021,2021,8,25,15,4, 58.449 
7178,8/25/2021,2021,8,25,16,4, 51.285 
7179,8/25/2021,2021,8,25,17,4, 43.394 
7180,8/25/2021,2021,8,25,18,4, 36.594 
7181,8/25/2021,2021,8,25,19,4, 40.654 
7182,8/25/2021,2021,8,25,20,4, 41.027 
7183,8/25/2021,2021,8,25,21,4, 48.925 
7184,8/25/2021,2021,8,25,22,4, 57.618 
7185,8/25/2021,2021,8,25,23,4, 59.396 
7186,8/26/2021,2021,8,26,0,5, 50.259 
7187,8/26/2021,2021,8,26,1,5, 54.443 
7188,8/26/2021,2021,8,26,2,5, 60.946 
7189,8/26/2021,2021,8,26,3,5, 76.765 
7190,8/26/2021,2021,8,26,4,5, 83.114 
7191,8/26/2021,2021,8,26,5,5, 72.321 
7192,8/26/2021,2021,8,26,6,5, 72.423 
7193,8/26/2021,2021,8,26,7,5, 76.276 
7194,8/26/2021,2021,8,26,8,5, 72.466 
7195,8/26/2021,2021,8,26,9,5, 74.767 
7196,8/26/2021,2021,8,26,10,5, 74.784 
7197,8/26/2021,2021,8,26,11,5, 72.006 
7198,8/26/2021,2021,8,26,12,5, 73.291 
7199,8/26/2021,2021,8,26,13,5, 63.145 
7200,8/26/2021,2021,8,26,14,5, 55.571 
7201,8/26/2021,2021,8,26,15,5, 38.819 
7202,8/26/2021,2021,8,26,16,5, 36.641 
7203,8/26/2021,2021,8,26,17,5, 29.419 
7204,8/26/2021,2021,8,26,18,5, 34.981 
7205,8/26/2021,2021,8,26,19,5, 29.124 
7206,8/26/2021,2021,8,26,20,5, 29.774 
7207,8/26/2021,2021,8,26,21,5, 31.796 
7208,8/26/2021,2021,8,26,22,5, 27.905 
7209,8/26/2021,2021,8,26,23,5, 28.243 
7210,8/27/2021,2021,8,27,0,6, 33.293 
7211,8/27/2021,2021,8,27,1,6, 38.218 
7212,8/27/2021,2021,8,27,2,6, 61.583 
7213,8/27/2021,2021,8,27,3,6, 64.479 
7214,8/27/2021,2021,8,27,4,6, 72.999 
7215,8/27/2021,2021,8,27,5,6, 96.544 
7216,8/27/2021,2021,8,27,6,6, 88.204 
7217,8/27/2021,2021,8,27,7,6, 83.386 
7218,8/27/2021,2021,8,27,8,6, 81.802 
7219,8/27/2021,2021,8,27,9,6, 83.154 
7220,8/27/2021,2021,8,27,10,6, 82.784 
7221,8/27/2021,2021,8,27,11,6, 83.532 
7222,8/27/2021,2021,8,27,12,6, 82.165 
7223,8/27/2021,2021,8,27,13,6, 74.869 
7224,8/27/2021,2021,8,27,14,6, 68.113 
7225,8/27/2021,2021,8,27,15,6, 49.827 
7226,8/27/2021,2021,8,27,16,6, 32.113 
7227,8/27/2021,2021,8,27,17,6, 30.781 
7228,8/27/2021,2021,8,27,18,6, 32.666 
7229,8/27/2021,2021,8,27,19,6, 29.819 
7230,8/27/2021,2021,8,27,20,6, 32.389 
7231,8/27/2021,2021,8,27,21,6, 30.547 
7232,8/27/2021,2021,8,27,22,6, 28.396 
7233,8/27/2021,2021,8,27,23,6, 28.153 
7234,8/28/2021,2021,8,28,0,7, 32.271 
7235,8/28/2021,2021,8,28,1,7, 40.080 
7236,8/28/2021,2021,8,28,2,7, 54.095 
7237,8/28/2021,2021,8,28,3,7, 105.287 
7238,8/28/2021,2021,8,28,4,7, 83.239 
7239,8/28/2021,2021,8,28,5,7, 92.817 
7240,8/28/2021,2021,8,28,6,7, 84.289 
7241,8/28/2021,2021,8,28,7,7, 83.983 
7242,8/28/2021,2021,8,28,8,7, 87.357 
7243,8/28/2021,2021,8,28,9,7, 86.986 
7244,8/28/2021,2021,8,28,10,7, 82.334 
7245,8/28/2021,2021,8,28,11,7, 81.443 
7246,8/28/2021,2021,8,28,12,7, 81.431 
7247,8/28/2021,2021,8,28,13,7, 82.131 
7248,8/28/2021,2021,8,28,14,7, 54.057 
7249,8/28/2021,2021,8,28,15,7, 37.307 
7250,8/28/2021,2021,8,28,16,7, 34.206 
7251,8/28/2021,2021,8,28,17,7, 32.435 
7252,8/28/2021,2021,8,28,18,7, 30.340 
7253,8/28/2021,2021,8,28,19,7, 31.610 
7254,8/28/2021,2021,8,28,20,7, 35.578 
7255,8/28/2021,2021,8,28,21,7, 32.154 
7256,8/28/2021,2021,8,28,22,7, 31.221 
7257,8/28/2021,2021,8,28,23,7, 29.825 
7258,8/29/2021,2021,8,29,0,1, 31.888 
7259,8/29/2021,2021,8,29,1,1, 40.153 
7260,8/29/2021,2021,8,29,2,1, 59.475 
7261,8/29/2021,2021,8,29,3,1, 87.868 
7262,8/29/2021,2021,8,29,4,1, 92.360 
7263,8/29/2021,2021,8,29,5,1, 78.147 
7264,8/29/2021,2021,8,29,6,1, 65.953 
7265,8/29/2021,2021,8,29,7,1, 76.500 
7266,8/29/2021,2021,8,29,8,1, 78.018 
7267,8/29/2021,2021,8,29,9,1, 85.910 
7268,8/29/2021,2021,8,29,10,1, 82.977 
7269,8/29/2021,2021,8,29,11,1, 81.998 
7270,8/29/2021,2021,8,29,12,1, 78.117 
7271,8/29/2021,2021,8,29,13,1, 75.855 
7272,8/29/2021,2021,8,29,14,1, 73.552 
7273,8/29/2021,2021,8,29,15,1, 56.870 
7274,8/29/2021,2021,8,29,16,1, 50.786 
7275,8/29/2021,2021,8,29,17,1, 48.341 
7276,8/29/2021,2021,8,29,18,1, 44.714 
7277,8/29/2021,2021,8,29,19,1, 44.413 
7278,8/29/2021,2021,8,29,20,1, 48.175 
7279,8/29/2021,2021,8,29,21,1, 46.446 
7280,8/29/2021,2021,8,29,22,1, 46.252 
7281,8/29/2021,2021,8,29,23,1, 45.962 
7282,8/30/2021,2021,8,30,0,2, 48.635 
7283,8/30/2021,2021,8,30,1,2, 53.636 
7284,8/30/2021,2021,8,30,2,2, 75.225 
7285,8/30/2021,2021,8,30,3,2, 73.366 
7286,8/30/2021,2021,8,30,4,2, 72.246 
7287,8/30/2021,2021,8,30,5,2, 79.391 
7288,8/30/2021,2021,8,30,6,2, 77.829 
7289,8/30/2021,2021,8,30,7,2, 74.565 
7290,8/30/2021,2021,8,30,8,2, 81.254 
7291,8/30/2021,2021,8,30,9,2, 76.035 
7292,8/30/2021,2021,8,30,10,2, 71.139 
7293,8/30/2021,2021,8,30,11,2, 64.936 
7294,8/30/2021,2021,8,30,12,2, 56.334 
7295,8/30/2021,2021,8,30,13,2, 43.983 
7296,8/30/2021,2021,8,30,14,2, 44.000 
7297,8/30/2021,2021,8,30,15,2, 41.916 
7298,8/30/2021,2021,8,30,16,2, 43.684 
7299,8/30/2021,2021,8,30,17,2, 43.059 
7300,8/30/2021,2021,8,30,18,2, 41.431 
7301,8/30/2021,2021,8,30,19,2, 40.608 
7302,8/30/2021,2021,8,30,20,2, 44.086 
7303,8/30/2021,2021,8,30,21,2, 41.482 
7304,8/30/2021,2021,8,30,22,2, 41.128 
7305,8/30/2021,2021,8,30,23,2, 42.692 
7306,8/31/2021,2021,8,31,0,3, 155.872 
7307,8/31/2021,2021,8,31,1,3, 149.910 
7308,8/31/2021,2021,8,31,2,3, 178.655 
7309,8/31/2021,2021,8,31,3,3, 185.762 
7310,8/31/2021,2021,8,31,4,3, 189.373 
7311,8/31/2021,2021,8,31,5,3, 172.966 
7312,8/31/2021,2021,8,31,6,3, 175.074 
7313,8/31/2021,2021,8,31,7,3, 149.191 
7314,8/31/2021,2021,8,31,8,3, 127.465 
7315,8/31/2021,2021,8,31,9,3, 124.430 
7316,8/31/2021,2021,8,31,10,3, 69.137 
7317,8/31/2021,2021,8,31,11,3, 59.093 
7318,8/31/2021,2021,8,31,12,3, 54.603 
7319,8/31/2021,2021,8,31,13,3, 51.412 
7320,8/31/2021,2021,8,31,14,3, 50.928 
7321,8/31/2021,2021,8,31,15,3, 48.633 
7322,8/31/2021,2021,8,31,16,3, 49.416 
7323,8/31/2021,2021,8,31,17,3, 50.086 
7324,8/31/2021,2021,8,31,18,3, 46.272 
7325,8/31/2021,2021,8,31,19,3, 45.649 
7326,8/31/2021,2021,8,31,20,3, 48.956 
7327,8/31/2021,2021,8,31,21,3, 46.437 
7328,8/31/2021,2021,8,31,22,3, 46.412 
7329,8/31/2021,2021,8,31,23,3, 46.640 
7330,9/1/2021,2021,9,1,0,4, 47.925 
7331,9/1/2021,2021,9,1,1,4, 54.708 
7332,9/1/2021,2021,9,1,2,4, 76.886 
7333,9/1/2021,2021,9,1,3,4, 81.648 
7334,9/1/2021,2021,9,1,4,4, 85.110 
7335,9/1/2021,2021,9,1,5,4, 82.516 
7336,9/1/2021,2021,9,1,6,4, 86.109 
7337,9/1/2021,2021,9,1,7,4, 82.287 
